Image,Group,Row,Col,Size
353,74,N,19,0
353,74,N,21,0
353,74,N,23,4
353,80,P,2,0
353,80,P,4,4
353,80,P,6,7
353,72,P,10,0
353,72,P,12,0
353,72,P,14,0
353,74,P,19,0
353,74,P,21,0
353,74,P,23,8
354,76,A,2,4
354,76,A,4,0
354,76,A,6,8
354,124,A,11,0
354,124,A,13,8
354,124,A,15,8
354,126,A,19,0
354,126,A,21,0
354,126,A,23,0
354,76,C,2,0
354,76,C,4,4
354,76,C,6,0
354,124,C,11,8
354,124,C,13,0
354,124,C,15,0
354,126,C,19,4
354,126,C,21,0
354,126,C,23,0
354,76,E,2,0
354,76,E,4,0
354,76,E,6,0
354,124,E,11,7
354,124,E,13,0
354,124,E,15,0
354,126,E,19,0
354,126,E,21,0
354,126,E,23,0
354,76,G,2,0
354,76,G,4,0
354,76,G,6,0
354,124,G,11,4
354,124,G,13,4
354,124,G,15,13
354,126,G,19,0
354,126,G,21,0
354,126,G,23,0
354,128,J,2,0
354,128,J,4,4
354,128,J,6,0
354,130,J,11,0
354,130,J,13,4
354,130,J,15,0
354,1,J,19,4
354,1,J,21,0
354,1,J,23,4
354,128,L,2,8
354,128,L,4,4
354,128,L,6,7
354,130,L,11,0
354,130,L,13,0
354,130,L,15,0
354,1,L,19,4
354,1,L,21,0
354,1,L,23,0
354,128,N,2,0
354,128,N,4,0
354,128,N,6,9
354,130,N,11,0
354,130,N,13,0
354,130,N,15,0
354,1,N,19,0
354,1,N,21,7
354,1,N,23,7
354,128,P,2,0
354,128,P,4,0
354,128,P,6,15
354,130,P,11,0
354,130,P,13,0
354,130,P,15,4
354,1,P,19,19
354,1,P,21,15
354,1,P,23,4
355,82,A,2,7
355,82,A,4,8
355,82,A,6,0
355,88,A,10,24
355,88,A,12,29
355,88,A,14,27
355,58,A,19,0
355,58,A,21,0
355,58,A,23,0
355,82,C,2,0
355,82,C,4,0
355,82,C,6,0
355,88,C,10,23
355,88,C,12,0
355,88,C,14,22
355,58,C,19,0
355,58,C,21,0
355,58,C,23,0
355,82,E,2,0
355,82,E,4,7
355,82,E,6,0
355,88,E,10,23
355,88,E,12,25
355,88,E,14,26
355,58,E,19,0
355,58,E,21,0
355,58,E,23,0
355,82,G,2,0
355,82,G,4,0
355,82,G,6,8
355,88,G,10,8
355,88,G,12,0
355,88,G,14,7
355,58,G,19,0
355,58,G,21,0
355,58,G,23,0
355,80,J,2,0
355,80,J,4,0
355,80,J,6,4
355,72,J,10,0
355,72,J,12,0
355,72,J,14,4
355,74,J,19,0
355,74,J,21,33
355,74,J,23,0
355,80,L,2,0
355,80,L,4,4
355,80,L,6,0
355,72,L,10,8
355,72,L,12,8
355,72,L,14,0
355,74,L,19,0
355,74,L,21,0
355,74,L,23,0
355,80,N,2,10
355,80,N,4,0
355,80,N,6,0
355,72,N,10,0
355,72,N,12,0
355,72,N,14,0
355,74,N,19,0
355,74,N,21,5
355,74,N,23,0
355,80,P,2,0
355,80,P,4,0
355,80,P,6,0
355,72,P,10,0
355,72,P,12,18
355,72,P,14,11
355,74,P,19,13
355,74,P,21,0
355,74,P,23,0
356,76,A,2,0
356,76,A,4,0
356,76,A,6,9
356,124,A,11,0
356,124,A,13,0
356,124,A,15,0
356,126,A,19,0
356,126,A,21,0
356,126,A,23,0
356,76,C,2,5
356,76,C,4,4
356,76,C,6,0
356,124,C,11,0
356,124,C,13,10
356,124,C,15,0
356,126,C,19,0
356,126,C,21,0
356,126,C,23,0
356,76,E,2,0
356,76,E,4,0
356,76,E,6,4
356,124,E,11,0
356,124,E,13,11
356,124,E,15,10
356,126,E,19,0
356,126,E,21,0
356,126,E,23,0
356,76,G,2,0
356,76,G,4,0
356,76,G,6,4
356,124,G,11,7
356,124,G,13,8
356,124,G,15,0
356,126,G,19,0
356,126,G,21,0
356,126,G,23,0
356,128,J,2,0
356,128,J,4,0
356,128,J,6,4
356,130,J,11,0
356,130,J,13,0
356,130,J,15,0
356,1,J,19,7
356,1,J,21,0
356,1,J,23,0
356,128,L,2,0
356,128,L,4,4
356,128,L,6,4
356,130,L,11,0
356,130,L,13,0
356,130,L,15,0
356,1,L,19,0
356,1,L,21,0
356,1,L,23,4
356,128,N,2,5
356,128,N,4,0
356,128,N,6,4
356,130,N,11,0
356,130,N,13,0
356,130,N,15,0
356,1,N,19,0
356,1,N,21,0
356,1,N,23,4
356,128,P,2,0
356,128,P,4,4
356,128,P,6,0
356,130,P,11,0
356,130,P,13,0
356,130,P,15,0
356,1,P,19,0
356,1,P,21,0
356,1,P,23,0
357,82,A,2,0
357,82,A,4,0
357,82,A,6,0
357,88,A,10,0
357,88,A,12,0
357,88,A,14,0
357,58,A,19,0
357,58,A,21,0
357,58,A,23,0
357,82,C,2,7
357,82,C,4,0
357,82,C,6,4
357,88,C,10,0
357,88,C,12,19
357,88,C,14,20
357,58,C,19,0
357,58,C,21,0
357,58,C,23,0
357,82,E,2,0
357,82,E,4,0
357,82,E,6,0
357,88,E,10,16
357,88,E,12,20
357,88,E,14,0
357,58,E,19,0
357,58,E,21,0
357,58,E,23,0
357,82,G,2,7
357,82,G,4,0
357,82,G,6,0
357,88,G,10,0
357,88,G,12,15
357,88,G,14,15
357,58,G,19,0
357,58,G,21,0
357,58,G,23,0
357,80,J,2,4
357,80,J,4,0
357,80,J,6,0
357,72,J,10,4
357,72,J,12,4
357,72,J,14,5
357,74,J,19,0
357,74,J,21,0
357,74,J,23,0
357,80,L,2,0
357,80,L,4,0
357,80,L,6,0
357,72,L,10,0
357,72,L,12,0
357,72,L,14,4
357,74,L,19,0
357,74,L,21,0
357,74,L,23,0
357,80,N,2,0
357,80,N,4,0
357,80,N,6,7
357,72,N,10,4
357,72,N,12,0
357,72,N,14,0
357,74,N,19,0
357,74,N,21,0
357,74,N,23,0
357,80,P,2,0
357,80,P,4,0
357,80,P,6,0
357,72,P,10,4
357,72,P,12,4
357,72,P,14,4
357,74,P,19,0
357,74,P,21,0
357,74,P,23,0
358,76,A,2,0
358,76,A,4,0
358,76,A,6,7
358,124,A,11,0
358,124,A,13,0
358,124,A,15,7
358,126,A,19,0
358,126,A,21,0
358,126,A,23,0
358,76,C,2,0
358,76,C,4,0
358,76,C,6,0
358,124,C,11,7
358,124,C,13,9
358,124,C,15,9
358,126,C,19,0
358,126,C,21,0
358,126,C,23,0
358,76,E,2,0
358,76,E,4,0
358,76,E,6,0
358,124,E,11,9
358,124,E,13,11
358,124,E,15,4
358,126,E,19,0
358,126,E,21,0
358,126,E,23,0
358,76,G,2,0
358,76,G,4,0
358,76,G,6,0
358,124,G,11,0
358,124,G,13,4
358,124,G,15,4
358,126,G,19,0
358,126,G,21,0
358,126,G,23,0
358,128,J,2,0
358,128,J,4,0
358,128,J,6,4
358,130,J,11,0
358,130,J,13,0
358,130,J,15,0
358,1,J,19,4
358,1,J,21,0
358,1,J,23,0
358,128,L,2,0
358,128,L,4,0
358,128,L,6,4
358,130,L,11,0
358,130,L,13,0
358,130,L,15,0
358,1,L,19,0
358,1,L,21,0
358,1,L,23,4
358,128,N,2,4
358,128,N,4,4
358,128,N,6,5
358,130,N,11,0
358,130,N,13,0
358,130,N,15,0
358,1,N,19,0
358,1,N,21,0
358,1,N,23,0
358,128,P,2,4
358,128,P,4,0
358,128,P,6,4
358,130,P,11,0
358,130,P,13,0
358,130,P,15,0
358,1,P,19,20
358,1,P,21,19
358,1,P,23,0
359,82,A,2,16
359,82,A,4,0
359,82,A,6,0
359,88,A,10,34
359,88,A,12,60
359,88,A,14,34
359,58,A,19,4
359,58,A,21,0
359,58,A,23,0
359,82,C,2,0
359,82,C,4,0
359,82,C,6,0
359,88,C,10,29
359,88,C,12,39
359,88,C,14,33
359,58,C,19,0
359,58,C,21,0
359,58,C,23,0
359,82,E,2,0
359,82,E,4,0
359,82,E,6,7
359,88,E,10,26
359,88,E,12,27
359,88,E,14,0
359,58,E,19,0
359,58,E,21,0
359,58,E,23,0
359,82,G,2,0
359,82,G,4,0
359,82,G,6,0
359,88,G,10,0
359,88,G,12,21
359,88,G,14,18
359,58,G,19,0
359,58,G,21,0
359,58,G,23,0
359,80,J,2,9
359,80,J,4,0
359,80,J,6,20
359,72,J,10,0
359,72,J,12,0
359,72,J,14,5
359,74,J,19,0
359,74,J,21,7
359,74,J,23,0
359,80,L,2,16
359,80,L,4,20
359,80,L,6,22
359,72,L,10,7
359,72,L,12,0
359,72,L,14,4
359,74,L,19,10
359,74,L,21,0
359,74,L,23,0
359,80,N,2,14
359,80,N,4,25
359,80,N,6,18
359,72,N,10,0
359,72,N,12,16
359,72,N,14,0
359,74,N,19,18
359,74,N,21,13
359,74,N,23,0
359,80,P,2,0
359,80,P,4,23
359,80,P,6,20
359,72,P,10,20
359,72,P,12,21
359,72,P,14,23
359,74,P,19,33
359,74,P,21,26
359,74,P,23,27
360,76,A,2,4
360,76,A,4,0
360,76,A,6,4
360,124,A,11,8
360,124,A,13,0
360,124,A,15,8
360,126,A,19,0
360,126,A,21,0
360,126,A,23,0
360,76,C,2,0
360,76,C,4,0
360,76,C,6,4
360,124,C,11,8
360,124,C,13,7
360,124,C,15,0
360,126,C,19,0
360,126,C,21,0
360,126,C,23,0
360,76,E,2,0
360,76,E,4,0
360,76,E,6,0
360,124,E,11,7
360,124,E,13,7
360,124,E,15,0
360,126,E,19,0
360,126,E,21,0
360,126,E,23,0
360,76,G,2,0
360,76,G,4,0
360,76,G,6,0
360,124,G,11,0
360,124,G,13,0
360,124,G,15,0
360,126,G,19,0
360,126,G,21,0
360,126,G,23,0
360,128,J,2,0
360,128,J,4,0
360,128,J,6,0
360,130,J,11,0
360,130,J,13,0
360,130,J,15,0
360,1,J,19,4
360,1,J,21,0
360,1,J,23,4
360,128,L,2,0
360,128,L,4,0
360,128,L,6,0
360,130,L,11,0
360,130,L,13,0
360,130,L,15,0
360,1,L,19,4
360,1,L,21,7
360,1,L,23,0
360,128,N,2,0
360,128,N,4,0
360,128,N,6,0
360,130,N,11,0
360,130,N,13,0
360,130,N,15,0
360,1,N,19,16
360,1,N,21,0
360,1,N,23,0
360,128,P,2,0
360,128,P,4,0
360,128,P,6,0
360,130,P,11,0
360,130,P,13,0
360,130,P,15,4
360,1,P,19,20
360,1,P,21,0
360,1,P,23,14
361,82,A,2,26
361,82,A,4,34
361,82,A,6,42
361,88,A,10,71
361,88,A,12,66
361,88,A,14,61
361,58,A,19,7
361,58,A,21,7
361,58,A,23,7
361,82,C,2,29
361,82,C,4,19
361,82,C,6,26
361,88,C,10,61
361,88,C,12,61
361,88,C,14,53
361,58,C,19,0
361,58,C,21,0
361,58,C,23,5
361,82,E,2,0
361,82,E,4,19
361,82,E,6,17
361,88,E,10,54
361,88,E,12,56
361,88,E,14,52
361,58,E,19,0
361,58,E,21,0
361,58,E,23,4
361,82,G,2,0
361,82,G,4,0
361,82,G,6,20
361,88,G,10,50
361,88,G,12,46
361,88,G,14,51
361,58,G,19,0
361,58,G,21,0
361,58,G,23,0
361,80,J,2,0
361,80,J,4,0
361,80,J,6,0
361,72,J,10,0
361,72,J,12,7
361,72,J,14,0
361,74,J,19,0
361,74,J,21,4
361,74,J,23,0
361,80,L,2,5
361,80,L,4,9
361,80,L,6,0
361,72,L,10,0
361,72,L,12,4
361,72,L,14,4
361,74,L,19,0
361,74,L,21,10
361,74,L,23,0
361,80,N,2,11
361,80,N,4,18
361,80,N,6,15
361,72,N,10,0
361,72,N,12,0
361,72,N,14,0
361,74,N,19,0
361,74,N,21,0
361,74,N,23,0
361,80,P,2,10
361,80,P,4,15
361,80,P,6,18
361,72,P,10,18
361,72,P,12,0
361,72,P,14,0
361,74,P,19,22
361,74,P,21,0
361,74,P,23,21
362,76,A,2,14
362,76,A,4,14
362,76,A,6,17
362,124,A,11,29
362,124,A,13,29
362,124,A,15,29
362,126,A,19,0
362,126,A,21,0
362,126,A,23,0
362,76,C,2,7
362,76,C,4,8
362,76,C,6,4
362,124,C,11,26
362,124,C,13,31
362,124,C,15,37
362,126,C,19,0
362,126,C,21,0
362,126,C,23,0
362,76,E,2,16
362,76,E,4,0
362,76,E,6,14
362,124,E,11,29
362,124,E,13,34
362,124,E,15,32
362,126,E,19,0
362,126,E,21,0
362,126,E,23,0
362,76,G,2,7
362,76,G,4,4
362,76,G,6,9
362,124,G,11,19
362,124,G,13,28
362,124,G,15,31
362,126,G,19,0
362,126,G,21,0
362,126,G,23,0
362,128,J,2,24
362,128,J,4,0
362,128,J,6,8
362,130,J,11,0
362,130,J,13,0
362,130,J,15,0
362,1,J,19,14
362,1,J,21,27
362,1,J,23,7
362,128,L,2,21
362,128,L,4,0
362,128,L,6,18
362,130,L,11,0
362,130,L,13,0
362,130,L,15,0
362,1,L,19,49
362,1,L,21,37
362,1,L,23,16
362,128,N,2,21
362,128,N,4,18
362,128,N,6,14
362,130,N,11,0
362,130,N,13,0
362,130,N,15,4
362,1,N,19,37
362,1,N,21,33
362,1,N,23,30
362,128,P,2,17
362,128,P,4,0
362,128,P,6,8
362,130,P,11,0
362,130,P,13,0
362,130,P,15,5
362,1,P,19,51
362,1,P,21,0
362,1,P,23,50
363,82,A,2,50
363,82,A,4,46
363,82,A,6,35
363,88,A,10,60
363,88,A,12,53
363,88,A,14,54
363,58,A,19,7
363,58,A,21,0
363,58,A,23,0
363,82,C,2,28
363,82,C,4,0
363,82,C,6,23
363,88,C,10,54
363,88,C,12,58
363,88,C,14,57
363,58,C,19,0
363,58,C,21,8
363,58,C,23,0
363,82,E,2,0
363,82,E,4,17
363,82,E,6,18
363,88,E,10,57
363,88,E,12,56
363,88,E,14,59
363,58,E,19,0
363,58,E,21,7
363,58,E,23,5
363,82,G,2,0
363,82,G,4,9
363,82,G,6,16
363,88,G,10,53
363,88,G,12,58
363,88,G,14,53
363,58,G,19,7
363,58,G,21,0
363,58,G,23,4
363,80,J,2,0
363,80,J,4,0
363,80,J,6,4
363,72,J,10,11
363,72,J,12,0
363,72,J,14,7
363,74,J,19,13
363,74,J,21,8
363,74,J,23,7
363,80,L,2,0
363,80,L,4,8
363,80,L,6,9
363,72,L,10,23
363,72,L,12,0
363,72,L,14,0
363,74,L,19,0
363,74,L,21,7
363,74,L,23,0
363,80,N,2,15
363,80,N,4,23
363,80,N,6,17
363,72,N,10,0
363,72,N,12,7
363,72,N,14,19
363,74,N,19,0
363,74,N,21,0
363,74,N,23,15
363,80,P,2,0
363,80,P,4,0
363,80,P,6,23
363,72,P,10,19
363,72,P,12,22
363,72,P,14,0
363,74,P,19,17
363,74,P,21,0
363,74,P,23,0
364,76,A,2,35
364,76,A,4,30
364,76,A,6,21
364,124,A,11,30
364,124,A,13,31
364,124,A,15,26
364,126,A,19,0
364,126,A,21,0
364,126,A,23,5
364,76,C,2,17
364,76,C,4,16
364,76,C,6,20
364,124,C,11,29
364,124,C,13,28
364,124,C,15,29
364,126,C,19,4
364,126,C,21,0
364,126,C,23,0
364,76,E,2,22
364,76,E,4,13
364,76,E,6,18
364,124,E,11,28
364,124,E,13,26
364,124,E,15,24
364,126,E,19,5
364,126,E,21,0
364,126,E,23,0
364,76,G,2,21
364,76,G,4,13
364,76,G,6,15
364,124,G,11,26
364,124,G,13,22
364,124,G,15,22
364,126,G,19,0
364,126,G,21,0
364,126,G,23,4
364,128,J,2,26
364,128,J,4,13
364,128,J,6,17
364,130,J,11,0
364,130,J,13,4
364,130,J,15,0
364,1,J,19,33
364,1,J,21,15
364,1,J,23,29
364,128,L,2,26
364,128,L,4,19
364,128,L,6,0
364,130,L,11,4
364,130,L,13,4
364,130,L,15,0
364,1,L,19,46
364,1,L,21,49
364,1,L,23,30
364,128,N,2,33
364,128,N,4,27
364,128,N,6,25
364,130,N,11,0
364,130,N,13,0
364,130,N,15,0
364,1,N,19,53
364,1,N,21,56
364,1,N,23,54
364,128,P,2,31
364,128,P,4,30
364,128,P,6,23
364,130,P,11,0
364,130,P,13,4
364,130,P,15,4
364,1,P,19,84
364,1,P,21,70
364,1,P,23,54
365,82,A,2,50
365,82,A,4,47
365,82,A,6,38
365,88,A,10,58
365,88,A,12,54
365,88,A,14,55
365,58,A,19,0
365,58,A,21,0
365,58,A,23,5
365,82,C,2,35
365,82,C,4,33
365,82,C,6,34
365,88,C,10,55
365,88,C,12,57
365,88,C,14,55
365,58,C,19,7
365,58,C,21,9
365,58,C,23,7
365,82,E,2,19
365,82,E,4,31
365,82,E,6,30
365,88,E,10,44
365,88,E,12,51
365,88,E,14,42
365,58,E,19,8
365,58,E,21,8
365,58,E,23,8
365,82,G,2,0
365,82,G,4,17
365,82,G,6,23
365,88,G,10,50
365,88,G,12,47
365,88,G,14,46
365,58,G,19,5
365,58,G,21,7
365,58,G,23,6
365,80,J,2,0
365,80,J,4,8
365,80,J,6,18
365,72,J,10,16
365,72,J,12,14
365,72,J,14,14
365,74,J,19,16
365,74,J,21,4
365,74,J,23,4
365,80,L,2,0
365,80,L,4,23
365,80,L,6,26
365,72,L,10,28
365,72,L,12,28
365,72,L,14,25
365,74,L,19,0
365,74,L,21,0
365,74,L,23,0
365,80,N,2,0
365,80,N,4,20
365,80,N,6,0
365,72,N,10,23
365,72,N,12,29
365,72,N,14,31
365,74,N,19,27
365,74,N,21,28
365,74,N,23,21
365,80,P,2,6
365,80,P,4,4
365,80,P,6,21
365,72,P,10,36
365,72,P,12,31
365,72,P,14,31
365,74,P,19,33
365,74,P,21,26
365,74,P,23,29
366,76,A,2,31
366,76,A,4,36
366,76,A,6,37
366,124,A,11,50
366,124,A,13,43
366,124,A,15,40
366,126,A,19,4
366,126,A,21,7
366,126,A,23,4
366,76,C,2,26
366,76,C,4,29
366,76,C,6,29
366,124,C,11,41
366,124,C,13,42
366,124,C,15,41
366,126,C,19,8
366,126,C,21,5
366,126,C,23,9
366,76,E,2,24
366,76,E,4,30
366,76,E,6,31
366,124,E,11,41
366,124,E,13,40
366,124,E,15,39
366,126,E,19,7
366,126,E,21,0
366,126,E,23,0
366,76,G,2,28
366,76,G,4,29
366,76,G,6,31
366,124,G,11,38
366,124,G,13,35
366,124,G,15,36
366,126,G,19,0
366,126,G,21,0
366,126,G,23,0
366,128,J,2,37
366,128,J,4,27
366,128,J,6,29
366,130,J,11,0
366,130,J,13,0
366,130,J,15,0
366,1,J,19,57
366,1,J,21,51
366,1,J,23,51
366,128,L,2,46
366,128,L,4,34
366,128,L,6,27
366,130,L,11,0
366,130,L,13,0
366,130,L,15,0
366,1,L,19,63
366,1,L,21,52
366,1,L,23,49
366,128,N,2,56
366,128,N,4,47
366,128,N,6,37
366,130,N,11,4
366,130,N,13,0
366,130,N,15,0
366,1,N,19,72
366,1,N,21,51
366,1,N,23,60
366,128,P,2,47
366,128,P,4,46
366,128,P,6,52
366,130,P,11,7
366,130,P,13,10
366,130,P,15,14
366,1,P,19,101
366,1,P,21,61
366,1,P,23,46
367,82,A,2,31
367,82,A,4,29
367,82,A,6,29
367,88,A,10,72
367,88,A,12,77
367,88,A,14,70
367,58,A,19,4
367,58,A,21,5
367,58,A,23,0
367,82,C,2,0
367,82,C,4,28
367,82,C,6,0
367,88,C,10,78
367,88,C,12,78
367,88,C,14,81
367,58,C,19,0
367,58,C,21,14
367,58,C,23,0
367,82,E,2,19
367,82,E,4,10
367,82,E,6,24
367,88,E,10,74
367,88,E,12,80
367,88,E,14,76
367,58,E,19,16
367,58,E,21,19
367,58,E,23,4
367,82,G,2,0
367,82,G,4,21
367,82,G,6,28
367,88,G,10,69
367,88,G,12,73
367,88,G,14,77
367,58,G,19,0
367,58,G,21,0
367,58,G,23,0
367,80,J,2,45
367,80,J,4,49
367,80,J,6,46
367,72,J,10,55
367,72,J,12,52
367,72,J,14,58
367,74,J,19,38
367,74,J,21,142
367,74,J,23,27
367,80,L,2,34
367,80,L,4,50
367,80,L,6,66
367,72,L,10,55
367,72,L,12,56
367,72,L,14,60
367,74,L,19,42
367,74,L,21,32
367,74,L,23,31
367,80,N,2,32
367,80,N,4,50
367,80,N,6,64
367,72,N,10,42
367,72,N,12,49
367,72,N,14,46
367,74,N,19,39
367,74,N,21,30
367,74,N,23,33
367,80,P,2,16
367,80,P,4,39
367,80,P,6,43
367,72,P,10,50
367,72,P,12,53
367,72,P,14,49
367,74,P,19,51
367,74,P,21,31
367,74,P,23,30
368,76,A,2,59
368,76,A,4,59
368,76,A,6,62
368,124,A,11,58
368,124,A,13,43
368,124,A,15,58
368,126,A,19,0
368,126,A,21,0
368,126,A,23,0
368,76,C,2,55
368,76,C,4,51
368,76,C,6,60
368,124,C,11,46
368,124,C,13,51
368,124,C,15,55
368,126,C,19,9
368,126,C,21,8
368,126,C,23,4
368,76,E,2,50
368,76,E,4,34
368,76,E,6,38
368,124,E,11,40
368,124,E,13,53
368,124,E,15,46
368,126,E,19,0
368,126,E,21,4
368,126,E,23,0
368,76,G,2,28
368,76,G,4,24
368,76,G,6,28
368,124,G,11,32
368,124,G,13,44
368,124,G,15,43
368,126,G,19,0
368,126,G,21,0
368,126,G,23,5
368,128,J,2,17
368,128,J,4,0
368,128,J,6,15
368,130,J,11,0
368,130,J,13,0
368,130,J,15,0
368,1,J,19,4
368,1,J,21,26
368,1,J,23,20
368,128,L,2,12
368,128,L,4,0
368,128,L,6,12
368,130,L,11,0
368,130,L,13,0
368,130,L,15,0
368,1,L,19,26
368,1,L,21,0
368,1,L,23,16
368,128,N,2,13
368,128,N,4,12
368,128,N,6,10
368,130,N,11,0
368,130,N,13,0
368,130,N,15,0
368,1,N,19,29
368,1,N,21,0
368,1,N,23,0
368,128,P,2,14
368,128,P,4,20
368,128,P,6,16
368,130,P,11,0
368,130,P,13,0
368,130,P,15,10
368,1,P,19,50
368,1,P,21,24
368,1,P,23,20
369,82,A,2,34
369,82,A,4,34
369,82,A,6,30
369,88,A,10,35
369,88,A,12,38
369,88,A,14,48
369,58,A,19,0
369,58,A,21,4
369,58,A,23,0
369,82,C,2,33
369,82,C,4,47
369,82,C,6,41
369,88,C,10,61
369,88,C,12,63
369,88,C,14,65
369,58,C,19,0
369,58,C,21,0
369,58,C,23,0
369,82,E,2,31
369,82,E,4,32
369,82,E,6,27
369,88,E,10,67
369,88,E,12,73
369,88,E,14,68
369,58,E,19,7
369,58,E,21,0
369,58,E,23,0
369,82,G,2,0
369,82,G,4,30
369,82,G,6,28
369,88,G,10,75
369,88,G,12,75
369,88,G,14,74
369,58,G,19,4
369,58,G,21,0
369,58,G,23,0
369,80,J,2,19
369,80,J,4,28
369,80,J,6,52
369,72,J,10,21
369,72,J,12,0
369,72,J,14,19
369,74,J,19,21
369,74,J,21,13
369,74,J,23,18
369,80,L,2,14
369,80,L,4,16
369,80,L,6,36
369,72,L,10,22
369,72,L,12,19
369,72,L,14,21
369,74,L,19,14
369,74,L,21,12
369,74,L,23,0
369,80,N,2,16
369,80,N,4,26
369,80,N,6,36
369,72,N,10,18
369,72,N,12,21
369,72,N,14,19
369,74,N,19,0
369,74,N,21,14
369,74,N,23,12
369,80,P,2,13
369,80,P,4,13
369,80,P,6,28
369,72,P,10,28
369,72,P,12,20
369,72,P,14,0
369,74,P,19,0
369,74,P,21,0
369,74,P,23,0
370,76,A,2,39
370,76,A,4,47
370,76,A,6,41
370,124,A,11,49
370,124,A,13,53
370,124,A,15,53
370,126,A,19,0
370,126,A,21,0
370,126,A,23,10
370,76,C,2,36
370,76,C,4,33
370,76,C,6,41
370,124,C,11,51
370,124,C,13,47
370,124,C,15,45
370,126,C,19,0
370,126,C,21,0
370,126,C,23,8
370,76,E,2,47
370,76,E,4,43
370,76,E,6,47
370,124,E,11,47
370,124,E,13,49
370,124,E,15,40
370,126,E,19,7
370,126,E,21,8
370,126,E,23,7
370,76,G,2,30
370,76,G,4,38
370,76,G,6,42
370,124,G,11,40
370,124,G,13,37
370,124,G,15,37
370,126,G,19,10
370,126,G,21,8
370,126,G,23,0
370,128,J,2,33
370,128,J,4,21
370,128,J,6,34
370,130,J,11,0
370,130,J,13,0
370,130,J,15,0
370,1,J,19,55
370,1,J,21,55
370,1,J,23,58
370,128,L,2,23
370,128,L,4,24
370,128,L,6,34
370,130,L,11,4
370,130,L,13,0
370,130,L,15,0
370,1,L,19,52
370,1,L,21,59
370,1,L,23,55
370,128,N,2,29
370,128,N,4,28
370,128,N,6,33
370,130,N,11,0
370,130,N,13,0
370,130,N,15,0
370,1,N,19,63
370,1,N,21,58
370,1,N,23,36
370,128,P,2,31
370,128,P,4,0
370,128,P,6,30
370,130,P,11,0
370,130,P,13,0
370,130,P,15,8
370,1,P,19,97
370,1,P,21,82
370,1,P,23,78
371,82,A,2,57
371,82,A,4,61
371,82,A,6,58
371,88,A,10,86
371,88,A,12,91
371,88,A,14,87
371,58,A,19,25
371,58,A,21,23
371,58,A,23,0
371,82,C,2,47
371,82,C,4,33
371,82,C,6,49
371,88,C,10,77
371,88,C,12,78
371,88,C,14,80
371,58,C,19,0
371,58,C,21,16
371,58,C,23,11
371,82,E,2,28
371,82,E,4,21
371,82,E,6,33
371,88,E,10,80
371,88,E,12,79
371,88,E,14,79
371,58,E,19,17
371,58,E,21,0
371,58,E,23,7
371,82,G,2,24
371,82,G,4,22
371,82,G,6,0
371,88,G,10,75
371,88,G,12,77
371,88,G,14,78
371,58,G,19,0
371,58,G,21,10
371,58,G,23,0
371,80,J,2,36
371,80,J,4,42
371,80,J,6,42
371,72,J,10,44
371,72,J,12,50
371,72,J,14,52
371,74,J,19,47
371,74,J,21,39
371,74,J,23,33
371,80,L,2,30
371,80,L,4,42
371,80,L,6,46
371,72,L,10,54
371,72,L,12,49
371,72,L,14,51
371,74,L,19,48
371,74,L,21,38
371,74,L,23,37
371,80,N,2,50
371,80,N,4,57
371,80,N,6,52
371,72,N,10,54
371,72,N,12,54
371,72,N,14,56
371,74,N,19,55
371,74,N,21,47
371,74,N,23,52
371,80,P,2,57
371,80,P,4,71
371,80,P,6,66
371,72,P,10,66
371,72,P,12,65
371,72,P,14,70
371,74,P,19,75
371,74,P,21,69
371,74,P,23,65
372,76,A,2,37
372,76,A,4,42
372,76,A,6,39
372,124,A,11,50
372,124,A,13,52
372,124,A,15,51
372,126,A,19,9
372,126,A,21,9
372,126,A,23,7
372,76,C,2,30
372,76,C,4,31
372,76,C,6,31
372,124,C,11,51
372,124,C,13,52
372,124,C,15,57
372,126,C,19,0
372,126,C,21,7
372,126,C,23,0
372,76,E,2,19
372,76,E,4,27
372,76,E,6,35
372,124,E,11,57
372,124,E,13,56
372,124,E,15,53
372,126,E,19,0
372,126,E,21,4
372,126,E,23,0
372,76,G,2,28
372,76,G,4,27
372,76,G,6,28
372,124,G,11,55
372,124,G,13,55
372,124,G,15,50
372,126,G,19,7
372,126,G,21,7
372,126,G,23,0
372,128,J,2,34
372,128,J,4,27
372,128,J,6,30
372,130,J,11,4
372,130,J,13,0
372,130,J,15,0
372,1,J,19,75
372,1,J,21,67
372,1,J,23,53
372,128,L,2,32
372,128,L,4,29
372,128,L,6,28
372,130,L,11,0
372,130,L,13,0
372,130,L,15,7
372,1,L,19,73
372,1,L,21,64
372,1,L,23,42
372,128,N,2,42
372,128,N,4,34
372,128,N,6,31
372,130,N,11,0
372,130,N,13,4
372,130,N,15,0
372,1,N,19,75
372,1,N,21,61
372,1,N,23,54
372,128,P,2,25
372,128,P,4,30
372,128,P,6,31
372,130,P,11,7
372,130,P,13,0
372,130,P,15,7
372,1,P,19,86
372,1,P,21,66
372,1,P,23,36
373,82,A,2,78
373,82,A,4,78
373,82,A,6,74
373,88,A,10,108
373,88,A,12,106
373,88,A,14,97
373,58,A,19,13
373,58,A,21,16
373,58,A,23,12
373,82,C,2,68
373,82,C,4,43
373,82,C,6,49
373,88,C,10,94
373,88,C,12,95
373,88,C,14,92
373,58,C,19,0
373,58,C,21,17
373,58,C,23,13
